Sex,Rings,Length,Diameter,Height,Weight
I,6,0.35,0.265,0.08,0.192
I,7,0.39,0.315,0.09,0.3095
I,7,0.395,0.31,0.095,0.313
I,6,0.415,0.31,0.105,0.3595
I,7,0.43,0.32,0.1,0.3855
I,8,0.48,0.355,0.115,0.5785
M,9,0.49,0.395,0.12,0.674
F,7,0.49,0.37,0.105,0.5265
F,9,0.56,0.465,0.16,1.0315
M,7,0.56,0.45,0.14,0.9
M,9,0.58,0.46,0.15,1.0165
F,8,0.58,0.48,0.18,1.2495
M,8,0.59,0.47,0.135,1.1685
F,10,0.595,0.475,0.165,1.148
M,11,0.6,0.475,0.15,1.089
M,9,0.61,0.47,0.155,1.0325
F,11,0.63,0.475,0.15,1.172
M,10,0.64,0.51,0.17,1.3715
F,10,0.65,0.545,0.185,1.5055
M,13,0.71,0.55,0.2,1.9045
M,13,0.74,0.605,0.2,2.4925
I,4,0.25,0.18,0.065,0.0805
I,6,0.28,0.21,0.065,0.111
I,6,0.325,0.24,0.075,0.152
I,5,0.35,0.265,0.095,0.199
I,6,0.36,0.27,0.09,0.219
I,6,0.365,0.27,0.105,0.2155
I,6,0.37,0.28,0.09,0.2565
I,7,0.375,0.285,0.09,0.257
I,6,0.38,0.275,0.095,0.2505
I,8,0.395,0.3,0.09,0.279
I,6,0.43,0.335,0.105,0.378
I,8,0.44,0.35,0.125,0.456
I,7,0.465,0.37,0.1,0.5055
F,7,0.465,0.355,0.115,0.4705
M,8,0.48,0.37,0.13,0.643
I,7,0.485,0.37,0.1,0.513
F,9,0.49,0.4,0.115,0.569
I,8,0.495,0.4,0.145,0.578
I,8,0.5,0.385,0.11,0.596
F,8,0.505,0.39,0.12,0.5725
M,7,0.52,0.39,0.12,0.6435
M,7,0.52,0.395,0.125,0.8115
F,7,0.525,0.44,0.125,0.7115
M,8,0.55,0.44,0.155,0.9155
F,8,0.555,0.44,0.145,0.8815
F,8,0.555,0.42,0.11,0.931
F,8,0.575,0.46,0.165,1.065
M,9,0.6,0.475,0.155,1.1385
F,12,0.61,0.48,0.16,1.234
F,10,0.61,0.495,0.175,1.2635
F,8,0.61,0.47,0.16,1.0745
M,8,0.615,0.505,0.19,1.403
M,9,0.62,0.485,0.165,1.1325
F,11,0.625,0.495,0.16,1.1115
F,10,0.625,0.47,0.17,1.255
M,11,0.625,0.485,0.17,1.437
M,10,0.635,0.495,0.155,1.3635
F,9,0.64,0.48,0.195,1.1435
M,9,0.64,0.5,0.17,1.4545
M,10,0.66,0.525,0.18,1.478
F,11,0.665,0.52,0.165,1.6885
F,10,0.715,0.585,0.23,2.0725
M,11,0.72,0.565,0.2,1.787
F,9,0.725,0.58,0.185,1.523
I,3,0.165,0.12,0.05,0.021
I,4,0.21,0.15,0.055,0.0455
I,6,0.355,0.265,0.085,0.2435
I,6,0.4,0.315,0.085,0.2675
I,7,0.4,0.29,0.1,0.258
I,6,0.4,0.3,0.11,0.2985
I,7,0.435,0.335,0.11,0.411
I,7,0.44,0.33,0.11,0.38
I,8,0.45,0.34,0.105,0.4385
I,6,0.465,0.345,0.105,0.4015
I,7,0.47,0.355,0.145,0.4485
I,7,0.47,0.355,0.115,0.4155
I,8,0.475,0.42,0.16,0.7095
I,7,0.485,0.37,0.115,0.637
F,8,0.505,0.475,0.16,1.1155
I,8,0.51,0.405,0.13,0.599
I,8,0.52,0.38,0.13,0.5345
F,8,0.53,0.42,0.14,0.627
M,10,0.535,0.42,0.16,0.7465
M,8,0.55,0.44,0.16,0.985
M,8,0.555,0.44,0.145,0.85
M,8,0.555,0.44,0.15,0.838
F,9,0.555,0.43,0.135,0.812
M,8,0.56,0.415,0.13,0.7615
M,8,0.575,0.44,0.145,0.87
F,9,0.585,0.45,0.145,0.9835
M,10,0.59,0.46,0.145,0.929
F,9,0.595,0.47,0.165,1.0155
M,8,0.6,0.41,0.145,0.939
M,12,0.6,0.475,0.16,1.164
M,10,0.61,0.47,0.175,1.214
F,11,0.615,0.49,0.19,1.1345
F,10,0.62,0.51,0.18,1.233
M,10,0.625,0.495,0.18,1.0815
M,9,0.625,0.47,0.175,1.179
F,11,0.64,0.5,0.165,1.1635
F,9,0.64,0.475,0.175,1.1545
F,10,0.645,0.52,0.175,1.3345
M,9,0.65,0.505,0.18,1.469
M,11,0.655,0.52,0.18,1.492
F,11,0.655,0.54,0.175,1.5585
F,9,0.66,0.5,0.175,1.3275
M,10,0.67,0.525,0.18,1.6615
F,12,0.69,0.525,0.19,1.492
F,11,0.7,0.575,0.2,1.7365
F,11,0.7,0.56,0.175,1.6605
M,11,0.71,0.57,0.195,1.348
M,10,0.715,0.545,0.18,1.7405
F,11,0.72,0.545,0.185,1.7185
I,3,0.215,0.15,0.055,0.041
I,4,0.24,0.185,0.06,0.0655
I,4,0.26,0.205,0.07,0.097
I,6,0.32,0.24,0.085,0.131
I,6,0.33,0.23,0.085,0.1695
I,6,0.335,0.26,0.085,0.192
I,7,0.35,0.26,0.09,0.1765
I,6,0.35,0.265,0.085,0.1735
I,6,0.36,0.265,0.075,0.1785
I,7,0.36,0.265,0.09,0.2055
I,7,0.365,0.275,0.09,0.2345
I,7,0.38,0.285,0.09,0.2305
I,6,0.4,0.31,0.115,0.314
I,6,0.4,0.315,0.09,0.33
I,9,0.4,0.265,0.1,0.2775
I,8,0.425,0.325,0.11,0.405
I,6,0.43,0.325,0.105,0.309
M,7,0.435,0.335,0.11,0.4385
I,8,0.435,0.34,0.12,0.396
I,8,0.445,0.355,0.095,0.3615
I,8,0.45,0.35,0.11,0.514
I,8,0.455,0.435,0.11,0.4265
I,8,0.46,0.34,0.09,0.384
I,9,0.475,0.355,0.125,0.4865
I,8,0.475,0.36,0.135,0.4355
I,7,0.475,0.35,0.115,0.498
I,9,0.48,0.355,0.125,0.494
F,7,0.495,0.37,0.12,0.594
I,9,0.5,0.365,0.125,0.528
M,8,0.505,0.39,0.115,0.5585
I,9,0.515,0.4,0.135,0.636
I,8,0.525,0.39,0.105,0.567
I,9,0.53,0.405,0.13,0.6615
I,8,0.53,0.42,0.13,0.658
M,8,0.535,0.415,0.135,0.78
I,9,0.535,0.41,0.13,0.6075
I,8,0.54,0.41,0.135,0.7025
I,10,0.55,0.425,0.155,0.8725
F,10,0.565,0.45,0.175,1.2365
M,10,0.57,0.47,0.155,1.186
I,9,0.57,0.42,0.13,0.7745
F,8,0.57,0.42,0.16,0.8875
I,8,0.575,0.455,0.155,0.8725
I,9,0.575,0.44,0.125,0.8515
F,9,0.575,0.475,0.16,0.895
M,9,0.575,0.45,0.155,0.886
I,10,0.58,0.46,0.14,0.9265
I,10,0.58,0.46,0.14,0.8295
I,11,0.58,0.47,0.15,0.907
M,9,0.58,0.47,0.165,1.041
F,9,0.585,0.465,0.165,0.9355
F,9,0.585,0.46,0.165,1.058
F,10,0.595,0.465,0.145,0.7955
F,9,0.6,0.47,0.17,1.0805
M,8,0.6,0.47,0.15,0.928
F,11,0.6,0.475,0.155,1.059
M,11,0.6,0.475,0.23,1.157
F,10,0.6,0.475,0.17,1.088
F,9,0.6,0.485,0.145,0.776
F,10,0.62,0.48,0.165,1.043
M,9,0.625,0.48,0.16,1.1415
F,10,0.625,0.475,0.16,1.3335
F,9,0.625,0.5,0.175,1.273
M,11,0.625,0.49,0.165,1.1835
M,9,0.625,0.485,0.16,1.2135
I,11,0.63,0.465,0.15,1.0315
M,10,0.635,0.495,0.17,1.3695
M,12,0.65,0.515,0.185,1.3745
M,11,0.65,0.515,0.18,1.463
F,11,0.65,0.52,0.195,1.6275
F,9,0.65,0.475,0.165,1.3875
M,11,0.655,0.525,0.16,1.46
F,8,0.655,0.53,0.165,1.2835
F,12,0.66,0.5,0.155,1.3765
M,11,0.66,0.515,0.2,1.6465
M,10,0.675,0.515,0.145,1.265
M,11,0.685,0.53,0.17,1.56
M,12,0.715,0.52,0.18,1.6
M,12,0.735,0.555,0.22,2.333
I,4,0.175,0.125,0.04,0.028
I,8,0.37,0.285,0.095,0.226
I,5,0.395,0.3,0.09,0.2855
I,7,0.42,0.325,0.11,0.325
I,8,0.455,0.37,0.11,0.514
I,8,0.495,0.375,0.115,0.5755
F,7,0.51,0.375,0.11,0.5805
M,8,0.515,0.39,0.14,0.678
M,7,0.545,0.43,0.155,0.8035
F,9,0.555,0.405,0.12,0.913
M,9,0.58,0.45,0.16,0.8675
F,10,0.59,0.465,0.17,1.0425
M,10,0.6,0.46,0.18,1.14
F,11,0.61,0.49,0.17,1.3475
M,11,0.615,0.475,0.155,1.0735
M,9,0.615,0.475,0.19,1.4335
M,14,0.615,0.495,0.2,1.304
M,9,0.62,0.46,0.16,0.9505
M,11,0.63,0.515,0.17,1.385
F,12,0.64,0.5,0.17,1.12
F,9,0.64,0.5,0.17,1.2645
F,8,0.655,0.455,0.17,1.275
M,10,0.655,0.505,0.165,1.27
M,10,0.66,0.53,0.175,1.583
F,9,0.665,0.5,0.175,1.4355
F,10,0.67,0.525,0.195,1.42
M,10,0.69,0.53,0.19,1.5955
M,10,0.715,0.525,0.2,1.89
F,13,0.735,0.565,0.225,2.037
I,6,0.27,0.205,0.05,0.084
I,7,0.285,0.225,0.07,0.1005
I,5,0.295,0.22,0.085,0.1285
I,5,0.3,0.225,0.075,0.1345
I,5,0.3,0.22,0.065,0.1195
I,6,0.36,0.265,0.085,0.1895
I,6,0.37,0.275,0.095,0.257
I,8,0.39,0.29,0.09,0.2745
I,6,0.435,0.325,0.1,0.342
I,8,0.44,0.34,0.105,0.344
I,8,0.44,0.32,0.095,0.3275
I,7,0.445,0.345,0.12,0.4035
I,9,0.465,0.37,0.115,0.4075
I,8,0.465,0.355,0.12,0.4975
I,8,0.47,0.345,0.12,0.3685
I,7,0.475,0.365,0.105,0.4175
I,9,0.475,0.335,0.1,0.4425
I,9,0.475,0.35,0.125,0.4225
I,8,0.485,0.365,0.125,0.426
I,9,0.49,0.39,0.12,0.511
I,9,0.515,0.405,0.13,0.573
I,8,0.52,0.415,0.14,0.6385
I,10,0.525,0.405,0.125,0.657
F,10,0.525,0.425,0.14,0.8735
I,9,0.53,0.425,0.13,0.781
I,9,0.53,0.42,0.14,0.6765
M,9,0.53,0.41,0.125,0.769
I,11,0.53,0.395,0.125,0.6235
M,7,0.535,0.405,0.14,0.7315
I,10,0.535,0.45,0.155,0.8075
M,9,0.545,0.41,0.14,0.737
F,10,0.545,0.41,0.125,0.654
I,10,0.55,0.415,0.15,0.7915
I,8,0.55,0.45,0.14,0.753
I,9,0.55,0.4,0.135,0.717
I,9,0.555,0.43,0.15,0.783
I,9,0.575,0.45,0.145,0.872
I,8,0.575,0.44,0.15,0.983
F,11,0.585,0.42,0.155,1.034
F,10,0.585,0.465,0.145,0.9855
I,9,0.585,0.46,0.14,0.7635
M,8,0.59,0.465,0.135,0.9895
I,10,0.595,0.47,0.135,0.9365
F,10,0.595,0.44,0.135,0.964
F,10,0.595,0.46,0.155,1.0455
F,12,0.595,0.45,0.165,1.081
M,10,0.6,0.47,0.16,1.012
F,10,0.6,0.5,0.16,1.122
M,11,0.605,0.49,0.165,1.1245
F,10,0.605,0.49,0.15,1.1345
M,10,0.61,0.45,0.19,1.0805
F,9,0.61,0.495,0.165,1.0835
M,11,0.615,0.47,0.175,1.242
M,11,0.62,0.5,0.18,1.3915
M,10,0.62,0.525,0.155,1.085
I,11,0.62,0.47,0.155,0.966
M,10,0.62,0.48,0.165,1.0855
F,14,0.625,0.485,0.135,1.3025
I,11,0.625,0.485,0.16,1.15
I,11,0.63,0.49,0.17,1.217
F,9,0.63,0.505,0.195,1.306
M,13,0.64,0.5,0.175,1.273
M,12,0.645,0.51,0.19,1.4865
M,11,0.65,0.52,0.17,1.3655
M,11,0.65,0.495,0.17,1.276
M,10,0.65,0.495,0.16,1.2075
F,10,0.65,0.52,0.195,1.281
M,13,0.65,0.525,0.205,1.4275
M,12,0.65,0.51,0.175,1.155
F,10,0.65,0.51,0.175,1.35
M,11,0.65,0.525,0.19,1.3685
F,10,0.66,0.53,0.17,1.431
M,10,0.66,0.51,0.18,1.261
F,11,0.665,0.54,0.195,1.764
F,11,0.67,0.51,0.155,1.278
M,11,0.67,0.54,0.195,1.217
F,9,0.67,0.54,0.2,1.46
F,11,0.675,0.535,0.185,1.5575
M,11,0.675,0.51,0.17,1.527
F,9,0.675,0.53,0.195,1.4985
M,10,0.685,0.55,0.19,1.885
M,11,0.685,0.535,0.175,1.432
M,11,0.705,0.55,0.21,1.4385
F,10,0.705,0.53,0.17,1.564
M,11,0.71,0.555,0.175,2.14
F,11,0.725,0.56,0.185,1.792
M,11,0.78,0.6,0.21,2.548
I,5,0.235,0.13,0.075,0.1585
I,7,0.35,0.25,0.1,0.4015
I,7,0.36,0.25,0.115,0.465
I,7,0.38,0.28,0.095,0.2885
F,7,0.38,0.32,0.115,0.6475
M,9,0.43,0.31,0.13,0.6485
I,9,0.465,0.36,0.105,0.452
I,9,0.47,0.355,0.12,0.4915
F,7,0.485,0.365,0.15,0.9145
M,9,0.495,0.375,0.155,0.976
I,8,0.5,0.395,0.145,0.7865
M,7,0.505,0.4,0.15,0.775
I,10,0.51,0.375,0.15,0.8415
M,9,0.51,0.38,0.135,0.681
M,9,0.515,0.37,0.115,0.6145
F,9,0.55,0.415,0.18,1.1655
F,10,0.575,0.42,0.19,1.764
M,10,0.605,0.455,0.16,1.1215
M,10,0.615,0.505,0.165,1.167
M,9,0.615,0.475,0.15,1.0375
M,10,0.625,0.48,0.18,1.223
M,9,0.625,0.47,0.15,1.124
F,9,0.635,0.505,0.17,1.2635
F,9,0.65,0.525,0.165,1.238
F,11,0.65,0.5,0.17,1.4045
F,12,0.67,0.525,0.195,1.37
F,13,0.695,0.525,0.205,1.8185
F,12,0.705,0.555,0.195,1.7525
I,5,0.275,0.205,0.065,0.101
I,5,0.285,0.205,0.07,0.106
I,7,0.36,0.265,0.085,0.1865
I,6,0.385,0.29,0.1,0.2575
I,6,0.4,0.315,0.1,0.3225
I,7,0.43,0.33,0.095,0.32
I,8,0.435,0.375,0.11,0.4155
I,7,0.45,0.335,0.115,0.3935
I,8,0.475,0.355,0.135,0.4775
I,8,0.475,0.36,0.11,0.452
I,8,0.485,0.37,0.14,0.5065
I,8,0.51,0.395,0.105,0.5525
I,9,0.515,0.39,0.12,0.565
I,10,0.52,0.41,0.14,0.699
I,9,0.525,0.4,0.14,0.6055
M,9,0.53,0.425,0.155,0.7905
M,9,0.53,0.425,0.13,0.702
M,10,0.53,0.42,0.135,0.675
I,8,0.53,0.395,0.115,0.475
I,11,0.53,0.41,0.15,0.612
I,10,0.535,0.4,0.145,0.705
I,9,0.535,0.45,0.135,0.728
F,10,0.555,0.44,0.14,0.846
M,10,0.555,0.46,0.16,0.86
M,9,0.56,0.465,0.145,0.8875
F,9,0.56,0.43,0.145,0.898
I,9,0.565,0.43,0.125,0.6545
I,10,0.575,0.45,0.145,0.795
M,9,0.575,0.465,0.12,1.0535
F,9,0.575,0.46,0.15,0.927
I,9,0.58,0.42,0.14,0.701
M,8,0.58,0.45,0.155,0.8275
F,13,0.585,0.42,0.155,0.9845
M,9,0.585,0.47,0.145,0.9565
I,9,0.59,0.45,0.125,0.86
M,10,0.595,0.48,0.185,1.1785
M,10,0.615,0.48,0.185,1.2205
M,10,0.615,0.455,0.13,0.9685
F,11,0.62,0.5,0.175,1.107
I,12,0.62,0.48,0.18,1.1305
M,11,0.62,0.48,0.155,1.2555
M,9,0.625,0.495,0.155,1.177
M,10,0.625,0.5,0.185,1.2425
M,12,0.63,0.49,0.16,1.09
F,8,0.63,0.475,0.15,1.072
F,10,0.645,0.51,0.155,1.129
F,10,0.65,0.505,0.175,1.2075
F,11,0.65,0.495,0.175,1.227
F,13,0.655,0.52,0.175,1.472
F,14,0.665,0.525,0.18,1.5785
M,10,0.67,0.52,0.175,1.4755
M,12,0.675,0.54,0.175,1.5545
F,11,0.675,0.54,0.21,1.593
M,13,0.695,0.58,0.2,1.8995
F,10,0.695,0.535,0.175,1.361
F,11,0.705,0.56,0.17,1.4575
M,12,0.74,0.58,0.205,2.381
I,3,0.205,0.155,0.045,0.0495
I,6,0.305,0.23,0.075,0.1455
I,7,0.32,0.23,0.06,0.129
I,7,0.355,0.27,0.1,0.2255
M,9,0.425,0.305,0.11,0.359
I,8,0.425,0.31,0.095,0.3505
F,8,0.45,0.365,0.115,0.5885
M,10,0.515,0.385,0.13,0.623
F,8,0.52,0.375,0.135,0.5375
I,8,0.525,0.4,0.125,0.5655
M,9,0.555,0.445,0.13,0.8625
F,12,0.61,0.49,0.17,1.137
I,8,0.35,0.26,0.095,0.221
I,6,0.38,0.275,0.095,0.2425
I,8,0.46,0.34,0.1,0.386
M,8,0.465,0.355,0.12,0.5315
M,8,0.475,0.385,0.12,0.562
M,9,0.565,0.445,0.14,0.836
M,8,0.57,0.45,0.14,0.9275
M,10,0.57,0.44,0.145,0.8815
M,10,0.595,0.46,0.155,1.03
F,9,0.605,0.48,0.175,1.1685
F,9,0.615,0.455,0.135,1.059
M,7,0.62,0.46,0.17,1.127
M,11,0.625,0.47,0.17,1.1665
F,10,0.68,0.52,0.185,1.541
M,11,0.68,0.54,0.195,1.7825
M,11,0.68,0.52,0.175,1.543
F,12,0.71,0.555,0.17,1.47
M,14,0.5,0.385,0.12,0.6335
F,10,0.545,0.42,0.175,0.754
F,14,0.46,0.365,0.115,0.4485
M,11,0.535,0.41,0.15,0.8105
M,6,0.335,0.26,0.075,0.22
F,7,0.425,0.35,0.1,0.4425
M,9,0.41,0.325,0.1,0.3555
I,4,0.17,0.105,0.035,0.034
I,8,0.335,0.25,0.095,0.185
M,8,0.52,0.425,0.125,0.79
F,9,0.53,0.41,0.145,0.8255
M,11,0.5,0.42,0.125,0.62
F,9,0.615,0.475,0.145,0.9525
M,16,0.575,0.45,0.16,0.955
M,14,0.57,0.45,0.155,0.91
M,11,0.455,0.35,0.105,0.416
I,6,0.37,0.275,0.085,0.2045
M,9,0.445,0.37,0.125,0.515
F,14,0.675,0.535,0.22,1.604
M,6,0.385,0.3,0.115,0.3435
F,7,0.375,0.295,0.11,0.3005
M,10,0.56,0.44,0.13,0.8255
M,12,0.55,0.41,0.15,0.785
F,9,0.57,0.465,0.155,0.9685
F,11,0.485,0.4,0.155,0.731
M,8,0.41,0.335,0.115,0.4405
I,9,0.335,0.255,0.085,0.1785
M,16,0.655,0.515,0.2,1.373
F,12,0.565,0.45,0.165,0.9765
F,9,0.57,0.44,0.19,1.018
F,14,0.55,0.465,0.15,1.082
F,14,0.63,0.475,0.175,1.423
M,10,0.475,0.37,0.125,0.655
F,18,0.655,0.5,0.18,1.4155
I,5,0.32,0.235,0.065,0.1385
M,19,0.525,0.395,0.165,0.782
F,10,0.525,0.43,0.165,0.717
F,15,0.5,0.39,0.13,0.6355
F,8,0.44,0.34,0.135,0.3975
F,9,0.49,0.385,0.16,0.656
M,15,0.545,0.44,0.165,0.744
F,12,0.45,0.36,0.11,0.447
F,9,0.515,0.4,0.115,0.578
I,5,0.33,0.25,0.075,0.1405
F,12,0.525,0.41,0.15,0.708
M,9,0.295,0.225,0.09,0.1385
M,16,0.545,0.45,0.16,0.8615
F,15,0.645,0.5,0.225,1.626
M,10,0.45,0.355,0.115,0.478
F,15,0.61,0.49,0.17,1.1775
I,7,0.38,0.3,0.1,0.286
F,10,0.565,0.455,0.13,1.058
F,15,0.67,0.545,0.16,1.5415
M,10,0.54,0.425,0.12,0.817
I,9,0.29,0.225,0.075,0.152
I,7,0.41,0.33,0.105,0.335
F,7,0.46,0.375,0.12,0.4915
F,9,0.56,0.44,0.155,0.9705
F,12,0.575,0.45,0.1,0.9315
M,12,0.62,0.5,0.2,1.221
M,16,0.515,0.4,0.14,0.7365
F,12,0.56,0.46,0.18,0.97
F,13,0.5,0.4,0.15,0.8085
I,9,0.435,0.355,0.125,0.4075
M,12,0.495,0.38,0.135,0.6295
F,13,0.595,0.5,0.18,1.053
M,14,0.76,0.575,0.19,1.829
F,17,0.615,0.5,0.165,1.1765
F,10,0.565,0.46,0.15,0.8765
I,4,0.14,0.105,0.035,0.0145
M,15,0.445,0.345,0.14,0.476
F,12,0.525,0.43,0.125,0.813
I,4,0.16,0.12,0.02,0.018
M,16,0.635,0.48,0.235,1.064
M,16,0.575,0.47,0.165,0.853
M,6,0.38,0.27,0.095,0.219
M,4,0.245,0.18,0.065,0.0635
I,13,0.48,0.39,0.15,0.6275
I,9,0.455,0.365,0.135,0.441
F,10,0.455,0.375,0.125,0.458
M,13,0.455,0.355,0.135,0.4745
I,10,0.355,0.27,0.1,0.216
I,15,0.52,0.405,0.14,0.6765
I,11,0.54,0.4,0.145,0.757
I,19,0.52,0.39,0.14,0.7325
I,11,0.56,0.445,0.165,1.0285
F,10,0.52,0.41,0.16,0.712
I,13,0.615,0.46,0.19,1.066
F,18,0.645,0.49,0.19,1.3065
I,11,0.565,0.43,0.135,0.8545
M,8,0.295,0.23,0.085,0.125
M,10,0.375,0.28,0.095,0.2225
I,10,0.525,0.4,0.14,0.6955
M,12,0.395,0.28,0.08,0.266
F,20,0.5,0.4,0.165,0.7105
F,8,0.47,0.35,0.115,0.487
I,14,0.58,0.42,0.16,0.728
I,12,0.5,0.38,0.155,0.6675
I,10,0.725,0.55,0.22,2.0495
F,16,0.65,0.515,0.215,1.498
F,21,0.67,0.535,0.185,1.597
I,17,0.55,0.44,0.165,0.8605
F,11,0.49,0.37,0.115,0.541
I,6,0.235,0.18,0.06,0.058
I,5,0.235,0.175,0.08,0.0645
M,11,0.52,0.41,0.115,0.77
F,13,0.475,0.4,0.115,0.541
M,13,0.53,0.425,0.11,0.739
F,10,0.35,0.275,0.065,0.205
M,14,0.555,0.42,0.145,0.8695
M,11,0.505,0.39,0.105,0.6555
F,15,0.54,0.44,0.16,1.0905
F,11,0.525,0.4,0.115,0.6295
M,14,0.55,0.45,0.175,1.0985
M,20,0.55,0.44,0.16,0.991
I,6,0.235,0.175,0.065,0.0615
M,13,0.525,0.41,0.165,0.8005
M,16,0.475,0.365,0.14,0.6175
F,12,0.53,0.4,0.165,0.772
F,13,0.525,0.415,0.15,0.7155
F,13,0.53,0.425,0.13,0.717
F,13,0.465,0.39,0.11,0.6355
I,5,0.315,0.235,0.08,0.18
I,8,0.465,0.355,0.12,0.5805
M,7,0.485,0.385,0.105,0.556
I,9,0.49,0.385,0.12,0.591
F,12,0.515,0.395,0.14,0.686
F,10,0.555,0.44,0.155,1.016
F,9,0.61,0.5,0.18,1.438
F,11,0.68,0.55,0.19,1.807
M,11,0.69,0.55,0.195,1.777
M,10,0.695,0.55,0.205,2.173
F,10,0.72,0.575,0.195,2.1505
I,4,0.27,0.205,0.075,0.118
I,5,0.27,0.19,0.06,0.099
I,6,0.295,0.22,0.07,0.1365
I,6,0.295,0.22,0.065,0.1295
I,6,0.315,0.23,0.07,0.164
I,6,0.375,0.29,0.095,0.2875
I,6,0.38,0.3,0.09,0.277
I,6,0.385,0.285,0.09,0.248
I,6,0.4,0.295,0.095,0.252
M,8,0.415,0.315,0.12,0.4015
I,7,0.415,0.33,0.1,0.3905
I,8,0.42,0.32,0.115,0.409
I,6,0.44,0.33,0.135,0.4095
I,7,0.45,0.35,0.135,0.494
I,7,0.475,0.35,0.12,0.4905
M,8,0.485,0.39,0.12,0.599
M,6,0.495,0.375,0.115,0.6245
F,7,0.525,0.41,0.115,0.7745
M,8,0.565,0.455,0.15,0.9795
I,6,0.58,0.435,0.15,0.8915
F,6,0.585,0.45,0.125,0.874
M,10,0.6,0.465,0.155,1.262
M,11,0.63,0.48,0.185,1.21
F,10,0.645,0.525,0.17,1.37
F,11,0.655,0.545,0.185,1.759
M,8,0.665,0.515,0.165,1.3855
F,11,0.67,0.52,0.195,1.8065
M,10,0.67,0.51,0.2,1.5945
M,9,0.685,0.51,0.18,1.4545
M,10,0.7,0.6,0.23,2.003
M,12,0.72,0.6,0.235,2.2385
I,4,0.185,0.135,0.045,0.032
I,5,0.245,0.175,0.055,0.0785
I,6,0.315,0.23,0,0.134
I,6,0.36,0.27,0.09,0.2075
I,6,0.375,0.28,0.08,0.2235
I,6,0.415,0.31,0.095,0.34
I,7,0.455,0.35,0.135,0.5365
I,6,0.48,0.35,0.105,0.635
I,8,0.485,0.375,0.125,0.562
I,8,0.51,0.39,0.125,0.597
M,10,0.52,0.395,0.125,0.5815
F,9,0.555,0.43,0.14,0.7545
M,9,0.585,0.465,0.15,0.98
F,11,0.585,0.46,0.15,1.0035
M,12,0.585,0.455,0.155,1.133
M,8,0.61,0.49,0.16,1.146
M,9,0.61,0.475,0.15,1.142
M,9,0.615,0.53,0.17,1.12
F,8,0.62,0.465,0.14,1.011
M,8,0.625,0.505,0.175,1.131
M,10,0.625,0.48,0.175,1.065
M,10,0.635,0.48,0.145,1.181
F,9,0.64,0.525,0.175,1.382
M,11,0.66,0.505,0.19,1.4385
M,8,0.66,0.485,0.155,1.2275
M,10,0.66,0.515,0.155,1.4415
F,11,0.68,0.55,0.175,1.473
F,10,0.69,0.58,0.195,1.658
M,11,0.72,0.545,0.195,1.7475
I,6,0.275,0.2,0.07,0.096
I,6,0.33,0.245,0.065,0.1445
I,7,0.33,0.26,0.085,0.1965
I,7,0.365,0.28,0.09,0.196
I,6,0.365,0.27,0.09,0.2155
I,8,0.42,0.31,0.1,0.2805
I,7,0.435,0.335,0.11,0.334
I,7,0.435,0.325,0.1,0.366
I,8,0.44,0.325,0.11,0.4965
I,8,0.485,0.365,0.09,0.651
I,10,0.495,0.385,0.125,0.5125
M,7,0.51,0.405,0.125,0.6925
I,11,0.52,0.41,0.14,0.5995
I,8,0.54,0.42,0.14,0.74
I,10,0.54,0.415,0.155,0.702
I,11,0.55,0.445,0.125,0.672
I,11,0.56,0.44,0.155,0.811
F,12,0.575,0.45,0.12,0.9585
I,10,0.575,0.45,0.15,0.858
F,10,0.575,0.46,0.165,0.9575
F,8,0.58,0.46,0.135,0.926
F,10,0.58,0.425,0.155,0.873
M,9,0.59,0.45,0.16,0.998
M,11,0.6,0.46,0.155,0.6655
M,11,0.62,0.485,0.145,1.003
F,13,0.625,0.495,0.16,1.234
M,9,0.625,0.495,0.155,1.025
M,9,0.625,0.495,0.175,1.2935
M,10,0.625,0.5,0.175,1.0565
M,13,0.625,0.47,0.145,1.7855
F,10,0.625,0.485,0.165,1.2255
F,10,0.635,0.5,0.18,1.2565
F,9,0.645,0.5,0.15,1.159
M,11,0.645,0.51,0.165,1.403
F,11,0.69,0.535,0.185,1.826
F,10,0.695,0.56,0.185,1.7715
M,8,0.515,0.39,0.12,0.6125
I,8,0.545,0.405,0.13,0.658
M,10,0.62,0.465,0.145,0.911
M,9,0.63,0.49,0.15,1.1955
F,11,0.63,0.515,0.16,1.336
F,9,0.64,0.49,0.18,1.36
I,6,0.37,0.275,0.08,0.2325
I,7,0.395,0.31,0.085,0.317
I,6,0.4,0.3,0.115,0.318
I,7,0.41,0.305,0.1,0.2645
I,8,0.455,0.335,0.105,0.4055
I,7,0.48,0.335,0.125,0.524
I,8,0.485,0.375,0.11,0.464
I,8,0.5,0.36,0.12,0.439
I,9,0.515,0.395,0.125,0.5805
I,8,0.52,0.4,0.14,0.622
M,8,0.545,0.45,0.15,0.7805
I,8,0.545,0.43,0.14,0.772
I,9,0.55,0.435,0.125,0.741
M,10,0.55,0.43,0.18,0.8265
M,8,0.55,0.385,0.13,0.7275
I,8,0.555,0.43,0.125,0.7005
M,11,0.56,0.45,0.145,0.9355
I,9,0.565,0.465,0.15,1.1815
M,10,0.57,0.445,0.16,1.0145
F,10,0.575,0.48,0.17,1.1
M,11,0.585,0.51,0.16,1.218
M,8,0.59,0.45,0.155,0.874
I,10,0.595,0.475,0.155,0.984
M,9,0.6,0.47,0.13,1.0105
